Age,Attrition,BusinessTravel,Department,Education,EducationField,Gender,JobLevel,JobRole,JobSatisfaction,MaritalStatus,OverTime,PerformanceRating,WorkLifeBalance,,
30,Yes,Travel_Rarely,Research & Development,Bachelor,Technical Degree,Female,Entry Level,Research Scientist,Low,Single,Yes,Excellent,Better,,
41,No,Travel_Rarely,Sales,Bachelor,Life Sciences,Female,Mid Level,Manager,Very High,Single,Yes,Excellent,Better,,
30,Yes,Travel_Frequently,Sales,Master,Marketing,Female,Junior Level,Sales Executive,Low,Single,No,Excellent,Good,,
29,Yes,Travel_Rarely,Research & Development,Bachelor,Technical Degree,Male,Entry Level,Research Scientist,High,Single,No,Excellent,Good,,
45,No,Non-Travel,Sales,Bachelor,Medical,Female,Mid Level,Sales Executive,Very High,Single,No,Excellent,Better,,
54,No,Travel_Rarely,Sales,Bachelor,Marketing,Female,Junior Level,Sales Executive,Low,Married,No,Excellent,Better,,
36,No,Travel_Rarely,Research & Development,College,Life Sciences,Male,Junior Level,Laboratory Technician,Medium,Single,No,Excellent,Best,,
33,No,Travel_Rarely,Research & Development,Master,Medical,Female,Entry Level,Research Scientist,Medium,Married,No,Outstanding,Better,,
37,No,Travel_Frequently,Research & Development,Bachelor,Other,Male,Mid Level,Research Director,Very High,Divorced,Yes,Excellent,Better,,
38,No,Travel_Rarely,Sales,Bachelor,Life Sciences,Male,Mid Level,Sales Executive,High,Divorced,No,Excellent,Good,,
31,No,Non-Travel,Research & Development,Master,Medical,Male,Junior Level,Manufacturing Director,High,Married,No,Excellent,Better,,
59,No,Travel_Rarely,Research & Development,Bachelor,Life Sciences,Male,Entry Level,Research Scientist,Very High,Married,No,Excellent,Better,,
37,No,Travel_Frequently,Sales,Master,Marketing,Male,Entry Level,Sales Representative,Very High,Divorced,No,Excellent,Better,,
29,No,Travel_Frequently,Sales,Below College,Medical,Female,Mid Level,Sales Executive,Very High,Married,No,Excellent,Better,,
35,No,Travel_Frequently,Sales,Bachelor,Marketing,Female,Mid Level,Sales Executive,High,Single,No,Excellent,Best,,
29,Yes,Travel_Rarely,Research & Development,Below College,Medical,Male,Entry Level,Research Scientist,Very High,Single,Yes,Excellent,Good,,
52,No,Travel_Rarely,Research & Development,Bachelor,Life Sciences,Female,Entry Level,Laboratory Technician,Very High,Single,No,Excellent,Good,,
42,No,Travel_Rarely,Research & Development,College,Technical Degree,Male,Executive Level,Manager,Very High,Married,No,Excellent,Better,,
59,No,Travel_Rarely,Human Resources,College,Medical,Male,Entry Level,Human Resources,High,Married,No,Excellent,Good,,
50,No,Travel_Rarely,Sales,Master,Medical,Female,Executive Level,Manager,Very High,Divorced,No,Excellent,Good,,
33,Yes,Travel_Rarely,Research & Development,Bachelor,Medical,Male,Entry Level,Laboratory Technician,Very High,Married,Yes,Excellent,Bad,,
43,No,Travel_Rarely,Sales,Bachelor,Marketing,Female,Senior Level,Manager,Very High,Married,Yes,Outstanding,Better,,
33,Yes,Travel_Rarely,Research & Development,College,Life Sciences,Female,Entry Level,Laboratory Technician,Low,Married,No,Outstanding,Best,,
52,No,Non-Travel,Sales,Master,Life Sciences,Male,Executive Level,Manager,High,Single,Yes,Excellent,Best,,
32,No,Travel_Rarely,Sales,College,Life Sciences,Female,Entry Level,Sales Representative,Medium,Married,No,Excellent,Better,,
32,Yes,Travel_Rarely,Research & Development,Bachelor,Life Sciences,Male,Entry Level,Laboratory Technician,High,Single,Yes,Excellent,Bad,,
39,No,Travel_Rarely,Research & Development,Master,Medical,Female,Entry Level,Laboratory Technician,High,Divorced,No,Excellent,Better,,
32,No,Non-Travel,Sales,Master,Marketing,Male,Junior Level,Sales Executive,Very High,Married,No,Excellent,Better,,
41,No,Travel_Rarely,Research & Development,College,Life Sciences,Male,Junior Level,Research Scientist,Low,Divorced,No,Excellent,Good,,
40,No,Travel_Rarely,Research & Development,College,Technical Degree,Male,Junior Level,Research Scientist,Very High,Divorced,No,Excellent,Better,,
45,No,Travel_Rarely,Research & Development,Bachelor,Other,Male,Executive Level,Manager,Very High,Married,No,Excellent,Better,,
31,No,Travel_Frequently,Research & Development,Master,Medical,Male,Mid Level,Research Director,High,Divorced,No,Excellent,Better,,
33,No,Travel_Rarely,Research & Development,Master,Life Sciences,Female,Entry Level,Research Scientist,Very High,Married,No,Excellent,Good,,
34,No,Travel_Rarely,Research & Development,Master,Life Sciences,Male,Junior Level,Manufacturing Director,Low,Married,No,Excellent,Better,,
37,No,Travel_Rarely,Research & Development,College,Medical,Female,Entry Level,Research Scientist,Low,Married,No,Excellent,Good,,
45,No,Travel_Frequently,Research & Development,Master,Life Sciences,Male,Junior Level,Manufacturing Director,High,Married,No,Excellent,Better,,
37,Yes,Travel_Frequently,Research & Development,Bachelor,Medical,Male,Mid Level,Manufacturing Director,High,Divorced,No,Excellent,Better,,
39,No,Travel_Frequently,Research & Development,Master,Technical Degree,Female,Mid Level,Healthcare Representative,High,Single,No,Outstanding,Better,,
29,No,Travel_Rarely,Research & Development,Bachelor,Life Sciences,Male,Entry Level,Research Scientist,Very High,Single,No,Excellent,Better,,
42,No,Travel_Rarely,Research & Development,College,Life Sciences,Female,Junior Level,Research Scientist,Low,Single,Yes,Excellent,Better,,
29,No,Travel_Rarely,Sales,College,Marketing,Male,Junior Level,Sales Executive,Very High,Divorced,No,Excellent,Better,,
25,No,Travel_Rarely,Research & Development,Bachelor,Life Sciences,Female,Junior Level,Manufacturing Director,High,Married,No,Excellent,Better,,
42,No,Travel_Rarely,Research & Development,Bachelor,Medical,Female,Entry Level,Laboratory Technician,Low,Divorced,Yes,Excellent,Better,,
40,No,Travel_Rarely,Research & Development,College,Medical,Male,Executive Level,Research Director,High,Divorced,No,Excellent,Better,,
51,No,Travel_Rarely,Research & Development,Bachelor,Life Sciences,Male,Entry Level,Research Scientist,Very High,Married,No,Excellent,Good,,
31,Yes,Travel_Frequently,Research & Development,College,Medical,Male,Entry Level,Laboratory Technician,Medium,Single,No,Excellent,Best,,
32,No,Travel_Frequently,Research & Development,Bachelor,Life Sciences,Male,Entry Level,Laboratory Technician,Medium,Married,No,Outstanding,Bad,,
38,No,Non-Travel,Sales,College,Life Sciences,Male,Junior Level,Sales Executive,Very High,Married,No,Excellent,Better,,
32,No,Travel_Rarely,Research & Development,Below College,Technical Degree,Male,Junior Level,Laboratory Technician,Low,Single,No,Excellent,Better,,
46,No,Travel_Rarely,Sales,Bachelor,Technical Degree,Female,Senior Level,Manager,Medium,Married,Yes,Excellent,Good,,
28,Yes,Travel_Rarely,Research & Development,Master,Life Sciences,Male,Entry Level,Laboratory Technician,High,Single,No,Excellent,Bad,,
29,No,Travel_Rarely,Sales,Bachelor,Medical,Male,Junior Level,Sales Executive,Medium,Married,No,Excellent,Better,,
31,No,Travel_Rarely,Research & Development,Bachelor,Medical,Male,Junior Level,Healthcare Representative,Very High,Married,No,Outstanding,Better,,
25,No,Non-Travel,Research & Development,College,Life Sciences,Male,Junior Level,Healthcare Representative,Low,Divorced,No,Excellent,Better,,
45,No,Travel_Rarely,Research & Development,College,Medical,Male,Senior Level,Healthcare Representative,Very High,Married,Yes,Excellent,Better,,
36,No,Travel_Rarely,Research & Development,Bachelor,Life Sciences,Male,Entry Level,Laboratory Technician,Very High,Married,No,Excellent,Better,,
55,No,Travel_Rarely,Research & Development,Bachelor,Medical,Male,Executive Level,Manager,Low,Single,Yes,Excellent,Better,,
47,Yes,Non-Travel,Research & Development,Master,Life Sciences,Male,Mid Level,Manager,Medium,Married,Yes,Excellent,Good,,
28,No,Travel_Rarely,Research & Development,Bachelor,Medical,Male,Entry Level,Research Scientist,Very High,Married,No,Outstanding,Good,,
37,No,Travel_Rarely,Sales,Master,Medical,Male,Junior Level,Sales Executive,Very High,Married,No,Excellent,Best,,
21,No,Travel_Rarely,Research & Development,College,Medical,Male,Entry Level,Research Scientist,High,Single,No,Excellent,Best,,
37,No,Non-Travel,Research & Development,Master,Medical,Female,Mid Level,Research Director,Very High,Divorced,Yes,Excellent,Better,,
35,No,Travel_Rarely,Research & Development,Bachelor,Life Sciences,Female,Mid Level,Manager,Medium,Divorced,No,Excellent,Good,,
38,No,Travel_Rarely,Sales,College,Medical,Female,Junior Level,Sales Executive,Low,Divorced,Yes,Outstanding,Better,,
26,No,Travel_Frequently,Research & Development,Bachelor,Life Sciences,Female,Junior Level,Manufacturing Director,Medium,Divorced,No,Outstanding,Bad,,
50,No,Travel_Rarely,Research & Development,Below College,Life Sciences,Male,Executive Level,Research Director,Medium,Divorced,No,Excellent,Good,,
53,No,Travel_Rarely,Research & Development,Master,Medical,Male,Senior Level,Research Director,High,Married,Yes,Excellent,Good,,
42,No,Travel_Rarely,Sales,Below College,Life Sciences,Male,Junior Level,Sales Executive,High,Married,No,Outstanding,Better,,
29,No,Travel_Frequently,Sales,College,Life Sciences,Male,Junior Level,Sales Executive,Very High,Single,No,Excellent,Good,,
55,No,Travel_Rarely,Research & Development,College,Technical Degree,Male,Junior Level,Laboratory Technician,Very High,Married,Yes,Excellent,Better,,
26,No,Travel_Frequently,Research & Development,College,Medical,Male,Junior Level,Healthcare Representative,Low,Married,Yes,Excellent,Better,,
37,No,Travel_Rarely,Research & Development,Bachelor,Life Sciences,Female,Entry Level,Research Scientist,Very High,Single,No,Excellent,Better,,
44,Yes,Travel_Frequently,Research & Development,Bachelor,Life Sciences,Male,Entry Level,Laboratory Technician,High,Divorced,Yes,Outstanding,Bad,,
38,No,Travel_Rarely,Research & Development,Master,Life Sciences,Male,Junior Level,Healthcare Representative,Very High,Divorced,No,Excellent,Better,,
26,Yes,Travel_Rarely,Research & Development,Master,Medical,Male,Entry Level,Laboratory Technician,Medium,Divorced,Yes,Excellent,Better,,
28,No,Travel_Rarely,Research & Development,College,Life Sciences,Female,Entry Level,Research Scientist,Very High,Single,No,Outstanding,Better,,
49,No,Travel_Frequently,Research & Development,Master,Life Sciences,Female,Executive Level,Research Director,Low,Single,Yes,Excellent,Better,,
36,No,Travel_Rarely,Research & Development,Bachelor,Technical Degree,Male,Junior Level,Research Scientist,Medium,Single,No,Excellent,Better,,
31,No,Travel_Frequently,Sales,Bachelor,Marketing,Female,Entry Level,Sales Representative,Medium,Divorced,No,Excellent,Good,,
26,Yes,Travel_Rarely,Sales,Master,Marketing,Male,Junior Level,Sales Executive,Very High,Single,Yes,Excellent,Better,,
37,No,Travel_Frequently,Research & Development,Bachelor,Medical,Male,Entry Level,Research Scientist,Very High,Married,Yes,Excellent,Good,,
42,No,Travel_Frequently,Sales,Bachelor,Marketing,Female,Senior Level,Sales Executive,Medium,Married,No,Excellent,Best,,
18,Yes,Travel_Rarely,Research & Development,Bachelor,Life Sciences,Male,Entry Level,Laboratory Technician,High,Single,No,Excellent,Better,,
35,No,Travel_Rarely,Sales,Bachelor,Marketing,Male,Mid Level,Sales Executive,Medium,Married,No,Excellent,Good,,
36,No,Travel_Frequently,Research & Development,Master,Life Sciences,Male,Entry Level,Laboratory Technician,Very High,Married,No,Excellent,Better,,
51,No,Travel_Rarely,Research & Development,Bachelor,Medical,Male,Junior Level,Manufacturing Director,Medium,Divorced,No,Excellent,Better,,
41,No,Travel_Rarely,Sales,Master,Life Sciences,Male,Senior Level,Manager,Medium,Single,No,Excellent,Better,,
18,No,Travel_Rarely,Sales,Bachelor,Medical,Female,Entry Level,Sales Representative,High,Single,No,Excellent,Better,,
28,No,Travel_Rarely,Research & Development,College,Medical,Male,Junior Level,Healthcare Representative,Low,Single,No,Excellent,Better,,
31,No,Travel_Rarely,Sales,Bachelor,Technical Degree,Male,Junior Level,Sales Executive,Very High,Married,No,Excellent,Good,,
39,No,Travel_Rarely,Research & Development,Bachelor,Medical,Male,Mid Level,Healthcare Representative,Very High,Divorced,No,Excellent,Good,,
36,No,Non-Travel,Research & Development,Master,Life Sciences,Female,Junior Level,Laboratory Technician,Medium,Married,No,Excellent,Better,,
32,No,Travel_Rarely,Sales,Bachelor,Life Sciences,Male,Junior Level,Sales Executive,High,Married,No,Excellent,Good,,
38,No,Travel_Rarely,Research & Development,College,Life Sciences,Female,Mid Level,Research Director,Medium,Married,No,Excellent,Better,,
58,No,Non-Travel,Research & Development,Master,Life Sciences,Male,Junior Level,Healthcare Representative,High,Divorced,Yes,Excellent,Better,,
31,No,Travel_Rarely,Research & Development,Master,Technical Degree,Male,Entry Level,Research Scientist,Very High,Married,Yes,Excellent,Better,,
31,No,Travel_Rarely,Human Resources,Bachelor,Human Resources,Male,Junior Level,Human Resources,Low,Married,No,Excellent,Better,,
45,No,Travel_Frequently,Research & Development,Bachelor,Life Sciences,Male,Mid Level,Laboratory Technician,Low,Divorced,No,Excellent,Better,,
31,No,Travel_Rarely,Research & Development,Master,Life Sciences,Male,Entry Level,Research Scientist,Very High,Divorced,Yes,Excellent,Bad,,
33,No,Travel_Frequently,Research & Development,Master,Life Sciences,Female,Mid Level,Manager,Medium,Married,No,Excellent,Better,,
39,No,Travel_Rarely,Research & Development,Below College,Medical,Male,Senior Level,Manager,Low,Married,Yes,Excellent,Better,,
43,No,Travel_Frequently,Research & Development,Master,Life Sciences,Female,Entry Level,Laboratory Technician,Very High,Single,No,Excellent,Better,,
49,No,Travel_Rarely,Research & Development,College,Technical Degree,Female,Senior Level,Healthcare Representative,High,Single,Yes,Excellent,Better,,
52,Yes,Travel_Rarely,Research & Development,Master,Medical,Male,Junior Level,Research Scientist,Medium,Married,No,Excellent,Good,,
27,No,Travel_Rarely,Research & Development,Bachelor,Life Sciences,Female,Entry Level,Research Scientist,Medium,Single,Yes,Excellent,Good,,
32,No,Travel_Rarely,Sales,College,Technical Degree,Female,Junior Level,Sales Executive,Medium,Married,Yes,Excellent,Better,,
27,No,Travel_Rarely,Sales,Bachelor,Life Sciences,Male,Junior Level,Sales Executive,High,Single,Yes,Excellent,Better,,
31,No,Travel_Rarely,Sales,Bachelor,Marketing,Male,Junior Level,Sales Executive,Very High,Divorced,No,Excellent,Better,,
32,No,Travel_Rarely,Research & Development,Master,Medical,Female,Junior Level,Research Scientist,Very High,Single,No,Excellent,Good,,
28,Yes,Travel_Rarely,Research & Development,Master,Medical,Male,Entry Level,Research Scientist,Very High,Married,Yes,Excellent,Good,,
30,No,Travel_Rarely,Research & Development,College,Medical,Female,Junior Level,Research Scientist,Very High,Married,No,Excellent,Better,,
31,No,Travel_Frequently,Research & Development,College,Life Sciences,Female,Mid Level,Manufacturing Director,High,Married,No,Outstanding,Better,,
39,No,Travel_Frequently,Research & Development,College,Medical,Male,Executive Level,Manager,Very High,Married,No,Excellent,Better,,
39,Yes,Travel_Rarely,Sales,College,Medical,Female,Junior Level,Sales Executive,High,Married,Yes,Excellent,Good,,
33,No,Travel_Frequently,Sales,Bachelor,Marketing,Male,Junior Level,Sales Executive,Very High,Single,No,Excellent,Good,,
47,No,Travel_Rarely,Research & Development,Doctor,Life Sciences,Male,Executive Level,Research Director,High,Married,No,Excellent,Better,,
43,No,Travel_Frequently,Research & Development,Master,Life Sciences,Female,Junior Level,Laboratory Technician,High,Divorced,No,Excellent,Best,,
27,No,Non-Travel,Sales,Below College,Marketing,Male,Junior Level,Sales Executive,Medium,Married,Yes,Excellent,Better,,
54,No,Travel_Frequently,Research & Development,Master,Life Sciences,Female,Junior Level,Research Scientist,High,Single,No,Excellent,Good,,
43,No,Travel_Rarely,Research & Development,Bachelor,Life Sciences,Female,Mid Level,Healthcare Representative,Low,Married,No,Excellent,Good,,
45,No,Travel_Rarely,Research & Development,Master,Other,Male,Junior Level,Research Scientist,Very High,Married,No,Excellent,Better,,
